call_id,subscriber_id,call_timestamp,duration_sec,call_status,tower_id
call_88,sub_9,2025-04-27T15:06:16Z,558,COMPLETED,TWR_C
call_89,sub_9,2025-05-05T13:52:58Z,34,DROPPED,TWR_C
call_90,sub_9,2025-04-18T08:04:11Z,107,COMPLETED,TWR_B
call_91,sub_9,2025-04-27T14:28:20Z,254,DROPPED,TWR_C
call_92,sub_9,2025-05-01T03:49:29Z,308,COMPLETED,TWR_C
call_93,sub_9,2025-04-30T02:05:51Z,75,DROPPED,TWR_C
call_94,sub_9,2025-04-22T12:00:06Z,353,COMPLETED,TWR_A
call_95,sub_9,2025-04-30T15:00:50Z,110,COMPLETED,TWR_A
call_96,sub_9,2025-04-27T07:29:33Z,5,COMPLETED,TWR_A
call_97,sub_9,2025-05-01T22:59:35Z,84,COMPLETED,TWR_A
call_98,sub_9,2025-04-30T22:57:22Z,491,COMPLETED,TWR_C
call_99,sub_9,2025-04-29T22:09:57Z,332,DROPPED,TWR_C
call_100,sub_9,2025-04-29T14:31:38Z,110,DROPPED,TWR_C
call_101,sub_9,2025-04-07T08:54:27Z,100,COMPLETED,TWR_C
call_102,sub_9,2025-04-28T16:05:55Z,5,COMPLETED,TWR_B
call_103,sub_9,2025-04-14T08:48:48Z,5,COMPLETED,TWR_C
call_104,sub_9,2025-05-05T06:50:24Z,183,COMPLETED,TWR_A
call_105,sub_9,2025-04-29T15:27:59Z,91,COMPLETED,TWR_A
call_106,sub_9,2025-04-22T18:17:55Z,291,COMPLETED,TWR_B
call_107,sub_10,2025-05-10T06:03:51Z,62,COMPLETED,TWR_A
call_108,sub_10,2025-04-03T09:25:26Z,69,COMPLETED,TWR_C
call_109,sub_10,2025-05-11T02:44:19Z,138,COMPLETED,TWR_C
call_110,sub_10,2025-05-05T23:16:47Z,319,COMPLETED,TWR_B
call_111,sub_10,2025-05-13T04:59:01Z,669,DROPPED,TWR_B
call_112,sub_10,2025-05-07T02:54:13Z,59,COMPLETED,TWR_C
call_113,sub_10,2025-05-15T01:40:22Z,196,COMPLETED,TWR_A
call_114,sub_10,2025-05-10T19:45:51Z,401,COMPLETED,TWR_B
call_115,sub_10,2025-04-24T09:43:41Z,164,COMPLETED,TWR_B
call_116,sub_10,2025-05-15T08:41:03Z,5,COMPLETED,TWR_B
call_117,sub_10,2025-04-30T00:33:04Z,487,COMPLETED,TWR_C
call_118,sub_11,2025-04-13T18:27:34Z,64,COMPLETED,TWR_C
call_119,sub_11,2025-04-28T19:08:47Z,57,COMPLETED,TWR_A
call_120,sub_11,2025-03-28T02:53:02Z,101,DROPPED,TWR_A
call_121,sub_11,2025-04-06T18:36:59Z,100,COMPLETED,TWR_A
call_122,sub_11,2025-04-28T20:41:21Z,5,COMPLETED,TWR_C
call_123,sub_11,2025-05-05T13:02:34Z,268,COMPLETED,TWR_A
call_124,sub_11,2025-05-06T17:06:28Z,5,COMPLETED,TWR_C
call_125,sub_11,2025-05-02T21:47:49Z,155,COMPLETED,TWR_B
call_126,sub_11,2025-05-01T10:17:27Z,209,COMPLETED,TWR_A
call_127,sub_11,2025-04-27T07:54:10Z,24,COMPLETED,TWR_C
call_128,sub_12,2025-03-31T01:33:14Z,114,DROPPED,TWR_B
call_129,sub_12,2025-04-04T10:03:38Z,211,DROPPED,TWR_B
call_130,sub_12,2025-04-09T17:51:43Z,188,COMPLETED,TWR_C
call_131,sub_13,2025-05-12T22:29:02Z,365,COMPLETED,TWR_B
call_132,sub_13,2025-05-19T00:48:18Z,5,COMPLETED,TWR_A
call_133,sub_13,2025-04-21T08:02:35Z,347,COMPLETED,TWR_A
call_134,sub_13,2025-05-18T22:14:51Z,166,COMPLETED,TWR_A
call_135,sub_13,2025-05-17T08:41:59Z,307,DROPPED,TWR_C
call_136,sub_13,2025-05-12T15:30:38Z,5,DROPPED,TWR_C
call_137,sub_13,2025-05-15T08:13:38Z,165,COMPLETED,TWR_C
call_138,sub_13,2025-05-18T06:16:59Z,488,COMPLETED,TWR_B
call_139,sub_13,2025-05-12T14:57:01Z,210,COMPLETED,TWR_C
call_140,sub_13,2025-05-20T17:51:33Z,261,DROPPED,TWR_C
call_141,sub_13,2025-05-20T10:29:16Z,247,COMPLETED,TWR_B
call_142,sub_13,2025-05-13T02:28:47Z,510,DROPPED,TWR_C
call_143,sub_14,2025-05-08T18:17:56Z,5,COMPLETED,TWR_C
call_144,sub_14,2025-05-01T05:48:33Z,122,COMPLETED,TWR_A
call_145,sub_14,2025-04-16T00:50:19Z,175,COMPLETED,TWR_A
call_146,sub_14,2025-05-01T04:21:12Z,441,COMPLETED,TWR_C
call_147,sub_14,2025-04-19T21:21:55Z,308,DROPPED,TWR_C
call_148,sub_14,2025-05-10T02:48:45Z,5,COMPLETED,TWR_A
call_149,sub_14,2025-05-10T03:11:23Z,542,COMPLETED,TWR_A
call_150,sub_14,2025-04-24T10:16:23Z,122,COMPLETED,TWR_A
call_151,sub_14,2025-05-08T12:52:29Z,483,COMPLETED,TWR_A
call_152,sub_14,2025-05-09T06:27:08Z,271,COMPLETED,TWR_C
call_153,sub_14,2025-05-01T15:28:58Z,91,COMPLETED,TWR_A
call_154,sub_14,2025-04-05T02:16:01Z,230,COMPLETED,TWR_B
call_155,sub_14,2025-05-02T22:52:24Z,179,COMPLETED,TWR_B
call_156,sub_14,2025-05-02T17:18:10Z,14,COMPLETED,TWR_B
call_157,sub_14,2025-04-27T01:42:12Z,708,COMPLETED,TWR_A
call_158,sub_14,2025-05-01T05:44:40Z,179,COMPLETED,TWR_B
call_159,sub_15,2025-04-17T09:13:33Z,5,COMPLETED,TWR_C
call_160,sub_15,2025-05-05T20:09:15Z,154,COMPLETED,TWR_A
call_161,sub_15,2025-04-01T12:05:50Z,76,COMPLETED,TWR_C
call_162,sub_15,2025-05-06T09:37:46Z,197,DROPPED,TWR_C
call_163,sub_15,2025-05-05T17:45:13Z,90,COMPLETED,TWR_C
call_164,sub_15,2025-04-22T23:26:45Z,66,COMPLETED,TWR_B
call_165,sub_15,2025-04-28T05:43:37Z,214,COMPLETED,TWR_B
call_166,sub_15,2025-05-05T01:59:57Z,224,DROPPED,TWR_C
call_167,sub_15,2025-05-03T16:58:59Z,69,COMPLETED,TWR_C
call_168,sub_15,2025-04-19T08:02:40Z,207,COMPLETED,TWR_B
call_169,sub_15,2025-05-04T19:47:24Z,347,COMPLETED,TWR_B
call_170,sub_16,2025-04-30T04:25:21Z,218,DROPPED,TWR_C
call_171,sub_16,2025-04-27T13:53:58Z,171,DROPPED,TWR_C
call_172,sub_16,2025-04-26T18:00:46Z,303,DROPPED,TWR_C
call_173,sub_16,2025-04-16T21:36:13Z,332,COMPLETED,TWR_C
call_174,sub_16,2025-04-26T10:34:13Z,191,COMPLETED,TWR_B
call_175,sub_16,2025-05-04T22:11:57Z,335,COMPLETED,TWR_A
call_176,sub_16,2025-04-27T07:18:28Z,263,COMPLETED,TWR_A
call_177,sub_16,2025-05-01T22:11:07Z,104,COMPLETED,TWR_C
call_178,sub_16,2025-04-19T05:00:40Z,221,COMPLETED,TWR_C
call_179,sub_16,2025-05-01T17:47:21Z,118,COMPLETED,TWR_A
call_180,sub_16,2025-04-15T01:07:22Z,431,COMPLETED,TWR_C
call_181,sub_16,2025-04-27T18:33:50Z,172,DROPPED,TWR_C
call_182,sub_16,2025-04-24T20:54:23Z,468,COMPLETED,TWR_B
call_183,sub_16,2025-04-29T13:25:42Z,9,COMPLETED,TWR_B
call_184,sub_16,2025-05-02T10:28:03Z,283,COMPLETED,TWR_B
call_185,sub_16,2025-04-30T10:41:16Z,117,COMPLETED,TWR_B
call_186,sub_16,2025-04-19T13:27:43Z,319,COMPLETED,TWR_A
call_187,sub_16,2025-04-26T19:24:36Z,54,DROPPED,TWR_C
call_188,sub_16,2025-04-15T03:23:57Z,5,COMPLETED,TWR_C
call_189,sub_16,2025-04-25T17:33:37Z,521,COMPLETED,TWR_B
call_190,sub_17,2025-05-16T22:12:31Z,260,COMPLETED,TWR_A
call_191,sub_17,2025-03-25T19:32:06Z,5,DROPPED,TWR_B
call_192,sub_17,2025-05-05T17:09:37Z,5,COMPLETED,TWR_A
call_193,sub_17,2025-05-06T16:22:59Z,241,DROPPED,TWR_B
call_194,sub_17,2025-05-01T19:43:17Z,195,COMPLETED,TWR_B
call_195,sub_17,2025-05-13T15:28:05Z,197,DROPPED,TWR_B
call_196,sub_17,2025-05-14T22:31:12Z,270,COMPLETED,TWR_A
call_197,sub_17,2025-05-10T11:38:52Z,415,COMPLETED,TWR_C
call_198,sub_17,2025-05-09T14:02:42Z,103,DROPPED,TWR_B
call_199,sub_17,2025-04-17T15:46:19Z,535,DROPPED,TWR_B
call_200,sub_17,2025-05-16T12:42:53Z,223,COMPLETED,TWR_B
call_201,sub_17,2025-05-06T03:44:42Z,5,DROPPED,TWR_B
call_202,sub_17,2025-05-13T19:23:54Z,5,COMPLETED,TWR_C
call_203,sub_17,2025-05-15T06:19:42Z,110,COMPLETED,TWR_A
call_204,sub_17,2025-05-07T20:09:34Z,173,COMPLETED,TWR_A
call_205,sub_17,2025-05-13T13:51:41Z,573,DROPPED,TWR_B
call_206,sub_18,2025-04-23T08:37:30Z,75,COMPLETED,TWR_A
call_207,sub_18,2025-04-06T23:15:16Z,5,COMPLETED,TWR_A
call_208,sub_19,2025-04-21T16:58:14Z,138,COMPLETED,TWR_A
call_209,sub_19,2025-04-24T08:47:02Z,290,COMPLETED,TWR_C
call_210,sub_20,2025-05-08T02:53:32Z,296,COMPLETED,TWR_C
call_211,sub_20,2025-05-15T21:24:49Z,228,DROPPED,TWR_A
call_212,sub_21,2025-05-02T22:21:11Z,529,COMPLETED,TWR_B
call_213,sub_21,2025-04-28T04:52:47Z,376,COMPLETED,TWR_C
call_214,sub_21,2025-04-30T02:09:04Z,376,COMPLETED,TWR_B
call_215,sub_21,2025-04-26T05:52:56Z,5,DROPPED,TWR_B
call_216,sub_21,2025-05-06T13:53:40Z,218,COMPLETED,TWR_C
call_217,sub_21,2025-05-06T03:38:58Z,281,DROPPED,TWR_B
call_218,sub_21,2025-04-19T06:18:37Z,166,DROPPED,TWR_B
call_219,sub_21,2025-05-04T10:14:46Z,144,COMPLETED,TWR_C
call_220,sub_22,2025-03-27T06:25:35Z,252,COMPLETED,TWR_B
call_221,sub_22,2025-04-30T06:16:13Z,398,DROPPED,TWR_C
call_222,sub_23,2025-05-17T04:38:01Z,451,DROPPED,TWR_C
call_223,sub_23,2025-05-14T00:17:46Z,5,COMPLETED,TWR_A
call_224,sub_23,2025-05-16T09:45:00Z,285,DROPPED,TWR_C
call_225,sub_23,2025-05-16T12:34:12Z,464,COMPLETED,TWR_B
call_226,sub_24,2025-05-03T16:22:38Z,257,COMPLETED,TWR_C
call_227,sub_24,2025-05-11T10:24:57Z,329,COMPLETED,TWR_C
call_228,sub_24,2025-05-09T19:27:57Z,352,COMPLETED,TWR_A
call_229,sub_24,2025-05-02T04:42:19Z,83,COMPLETED,TWR_A
call_230,sub_25,2025-04-21T14:17:28Z,72,COMPLETED,TWR_A
call_231,sub_25,2025-05-08T01:25:19Z,5,DROPPED,TWR_A
call_232,sub_25,2025-05-02T06:07:40Z,34,COMPLETED,TWR_B
call_233,sub_25,2025-05-03T19:54:50Z,316,COMPLETED,TWR_A
call_234,sub_25,2025-04-09T02:31:04Z,5,COMPLETED,TWR_A
call_235,sub_25,2025-04-28T03:54:14Z,167,DROPPED,TWR_A
call_236,sub_25,2025-04-30T09:17:45Z,87,DROPPED,TWR_A
call_237,sub_25,2025-04-23T08:40:55Z,354,COMPLETED,TWR_C
call_238,sub_25,2025-05-07T19:03:45Z,229,COMPLETED,TWR_B
call_239,sub_25,2025-04-22T14:47:05Z,5,COMPLETED,TWR_C
call_240,sub_25,2025-05-04T22:21:47Z,250,DROPPED,TWR_A
call_241,sub_25,2025-05-08T07:00:24Z,37,COMPLETED,TWR_B
call_242,sub_25,2025-04-12T17:09:08Z,285,COMPLETED,TWR_C
call_243,sub_25,2025-04-26T11:58:24Z,370,COMPLETED,TWR_B
call_244,sub_26,2025-05-26T02:31:54Z,553,COMPLETED,TWR_B
call_245,sub_26,2025-05-27T21:48:43Z,295,COMPLETED,TWR_B
call_246,sub_26,2025-05-02T21:24:15Z,241,COMPLETED,TWR_A
call_247,sub_26,2025-05-13T17:26:36Z,289,DROPPED,TWR_C
call_248,sub_26,2025-05-29T01:16:59Z,492,COMPLETED,TWR_A
call_249,sub_26,2025-05-27T13:43:51Z,355,COMPLETED,TWR_A
call_250,sub_26,2025-05-28T06:54:55Z,348,COMPLETED,TWR_B
call_251,sub_26,2025-05-25T07:32:10Z,813,COMPLETED,TWR_A
call_252,sub_26,2025-05-17T11:04:57Z,602,COMPLETED,TWR_C
call_253,sub_26,2025-05-29T09:56:52Z,283,COMPLETED,TWR_A
call_254,sub_26,2025-05-12T03:06:36Z,398,COMPLETED,TWR_B
call_255,sub_26,2025-05-29T03:42:00Z,366,COMPLETED,TWR_C
call_256,sub_26,2025-04-16T15:51:29Z,577,COMPLETED,TWR_B
call_257,sub_26,2025-05-02T14:27:26Z,518,COMPLETED,TWR_A
call_258,sub_26,2025-05-16T10:28:51Z,335,COMPLETED,TWR_C
call_259,sub_26,2025-05-25T14:59:20Z,534,COMPLETED,TWR_C
call_260,sub_26,2025-05-14T22:22:35Z,136,COMPLETED,TWR_B
call_261,sub_26,2025-05-21T21:58:11Z,451,COMPLETED,TWR_C
call_262,sub_26,2025-05-28T21:06:29Z,721,COMPLETED,TWR_C
call_263,sub_26,2025-05-20T21:48:52Z,323,COMPLETED,TWR_B
call_264,sub_26,2025-05-13T05:47:40Z,207,COMPLETED,TWR_C
call_265,sub_26,2025-05-18T16:13:58Z,411,COMPLETED,TWR_A
call_266,sub_26,2025-05-11T10:19:14Z,321,COMPLETED,TWR_A
call_267,sub_26,2025-05-26T18:33:51Z,556,COMPLETED,TWR_B
call_268,sub_26,2025-05-11T06:45:20Z,267,COMPLETED,TWR_B
call_269,sub_26,2025-05-22T10:58:22Z,218,COMPLETED,TWR_A
call_270,sub_26,2025-05-25T11:14:54Z,493,COMPLETED,TWR_A
call_271,sub_26,2025-05-27T10:43:25Z,116,COMPLETED,TWR_B
call_272,sub_26,2025-05-26T03:07:20Z,745,COMPLETED,TWR_A
call_273,sub_27,2025-05-27T14:01:14Z,582,COMPLETED,TWR_B
call_274,sub_27,2025-05-18T03:14:08Z,164,COMPLETED,TWR_B
call_275,sub_27,2025-05-23T08:38:49Z,162,COMPLETED,TWR_A
call_276,sub_27,2025-05-27T14:29:12Z,480,COMPLETED,TWR_A
call_277,sub_27,2025-05-14T23:07:02Z,570,COMPLETED,TWR_C
call_278,sub_27,2025-05-24T14:27:25Z,393,COMPLETED,TWR_C
call_279,sub_27,2025-05-16T03:44:32Z,310,COMPLETED,TWR_B
call_280,sub_27,2025-03-26T10:39:19Z,516,COMPLETED,TWR_B
call_281,sub_27,2025-05-28T07:57:24Z,318,COMPLETED,TWR_C
call_282,sub_27,2025-05-25T02:39:18Z,5,COMPLETED,TWR_A
call_283,sub_27,2025-05-21T12:03:43Z,393,COMPLETED,TWR_A
call_284,sub_27,2025-05-20T20:43:13Z,226,COMPLETED,TWR_C
call_285,sub_27,2025-05-28T11:28:10Z,502,COMPLETED,TWR_C
call_286,sub_27,2025-05-25T04:28:49Z,598,COMPLETED,TWR_B
call_287,sub_27,2025-04-23T16:59:44Z,218,COMPLETED,TWR_C
call_288,sub_27,2025-05-28T13:56:28Z,192,COMPLETED,TWR_C
call_289,sub_27,2025-05-24T12:27:51Z,87,COMPLETED,TWR_C
call_290,sub_27,2025-05-22T09:10:25Z,323,COMPLETED,TWR_B
call_291,sub_27,2025-05-25T11:00:33Z,518,COMPLETED,TWR_A
call_292,sub_27,2025-05-17T00:04:31Z,557,COMPLETED,TWR_B
call_293,sub_27,2025-05-18T01:56:28Z,527,COMPLETED,TWR_B
call_294,sub_27,2025-05-25T04:41:45Z,443,COMPLETED,TWR_B
call_295,sub_27,2025-05-20T14:10:02Z,93,COMPLETED,TWR_A
call_296,sub_27,2025-05-27T17:00:23Z,422,COMPLETED,TWR_A
call_297,sub_27,2025-05-21T07:08:41Z,576,COMPLETED,TWR_A
call_298,sub_27,2025-05-17T01:21:39Z,646,COMPLETED,TWR_C
call_299,sub_27,2025-05-27T20:31:04Z,508,COMPLETED,TWR_B
call_300,sub_28,2025-05-14T23:07:32Z,203,COMPLETED,TWR_A
call_301,sub_28,2025-05-07T10:22:27Z,131,COMPLETED,TWR_C
call_302,sub_28,2025-04-23T05:48:26Z,891,COMPLETED,TWR_B
call_303,sub_28,2025-05-13T16:23:03Z,273,COMPLETED,TWR_A
call_304,sub_28,2025-04-30T19:54:39Z,547,COMPLETED,TWR_A
call_305,sub_28,2025-05-02T08:20:14Z,338,COMPLETED,TWR_C
call_306,sub_28,2025-05-15T09:18:49Z,405,COMPLETED,TWR_C
call_307,sub_28,2025-05-14T04:49:31Z,5,COMPLETED,TWR_A
call_308,sub_28,2025-05-06T00:48:56Z,149,COMPLETED,TWR_A
call_309,sub_28,2025-05-13T16:18:35Z,255,COMPLETED,TWR_C
call_310,sub_28,2025-05-08T22:27:27Z,30,COMPLETED,TWR_A
call_311,sub_28,2025-05-13T07:05:59Z,253,COMPLETED,TWR_A
call_312,sub_28,2025-05-05T07:09:49Z,119,COMPLETED,TWR_A
call_313,sub_28,2025-05-02T10:13:16Z,341,COMPLETED,TWR_C
call_314,sub_28,2025-04-30T01:40:42Z,298,DROPPED,TWR_B
call_315,sub_28,2025-05-10T19:27:46Z,5,COMPLETED,TWR_B
call_316,sub_29,2025-05-27T07:18:46Z,210,COMPLETED,TWR_A
call_317,sub_29,2025-05-21T06:05:18Z,386,COMPLETED,TWR_C
call_318,sub_29,2025-05-28T19:30:25Z,558,COMPLETED,TWR_A
call_319,sub_29,2025-05-25T06:14:00Z,409,COMPLETED,TWR_B
call_320,sub_29,2025-05-28T17:11:22Z,746,COMPLETED,TWR_B
call_321,sub_29,2025-05-28T11:29:08Z,484,COMPLETED,TWR_C
call_322,sub_29,2025-05-28T21:02:36Z,728,COMPLETED,TWR_A
call_323,sub_29,2025-05-27T03:37:32Z,664,COMPLETED,TWR_A
call_324,sub_29,2025-05-27T23:49:54Z,419,COMPLETED,TWR_B
call_325,sub_29,2025-05-20T17:49:41Z,302,COMPLETED,TWR_C
call_326,sub_29,2025-05-17T09:41:01Z,353,DROPPED,TWR_A
call_327,sub_29,2025-05-28T04:00:19Z,157,COMPLETED,TWR_C
call_328,sub_29,2025-05-13T02:24:33Z,264,COMPLETED,TWR_C
call_329,sub_29,2025-05-20T12:59:45Z,410,COMPLETED,TWR_B
call_330,sub_29,2025-04-21T01:05:52Z,729,COMPLETED,TWR_A
call_331,sub_29,2025-05-26T19:02:13Z,586,DROPPED,TWR_C
call_332,sub_29,2025-05-28T02:42:16Z,916,COMPLETED,TWR_B
call_333,sub_29,2025-05-21T21:08:28Z,349,COMPLETED,TWR_C
call_334,sub_29,2025-05-20T12:47:56Z,451,COMPLETED,TWR_A
call_335,sub_29,2025-05-23T00:40:47Z,56,COMPLETED,TWR_B
call_336,sub_29,2025-04-09T05:43:18Z,709,COMPLETED,TWR_C
call_337,sub_29,2025-05-05T12:09:51Z,344,COMPLETED,TWR_B
call_338,sub_29,2025-04-25T13:29:00Z,371,COMPLETED,TWR_C
call_339,sub_29,2025-05-02T07:33:15Z,5,COMPLETED,TWR_C
call_340,sub_29,2025-05-27T08:32:21Z,256,COMPLETED,TWR_B
call_341,sub_29,2025-05-17T08:10:37Z,199,COMPLETED,TWR_C
call_342,sub_29,2025-05-26T03:57:11Z,301,COMPLETED,TWR_C
call_343,sub_29,2025-05-11T15:44:43Z,229,COMPLETED,TWR_A
call_344,sub_29,2025-05-13T14:13:59Z,184,COMPLETED,TWR_B
call_345,sub_29,2025-05-28T09:26:17Z,38,COMPLETED,TWR_C
call_346,sub_29,2025-05-28T02:22:53Z,217,COMPLETED,TWR_B
call_347,sub_29,2025-05-19T22:01:04Z,448,COMPLETED,TWR_A
call_348,sub_29,2025-05-16T06:40:52Z,530,COMPLETED,TWR_A
call_349,sub_30,2025-05-21T02:08:50Z,489,COMPLETED,TWR_B
call_350,sub_30,2025-05-20T22:44:09Z,733,COMPLETED,TWR_A
call_351,sub_30,2025-05-24T04:08:42Z,402,COMPLETED,TWR_B
call_352,sub_30,2025-05-28T08:18:06Z,129,COMPLETED,TWR_B
call_353,sub_30,2025-05-02T18:51:11Z,561,COMPLETED,TWR_B
call_354,sub_30,2025-04-29T11:30:35Z,240,COMPLETED,TWR_C
call_355,sub_30,2025-05-26T06:23:30Z,504,COMPLETED,TWR_C
call_356,sub_30,2025-05-07T15:42:59Z,688,COMPLETED,TWR_C
call_357,sub_30,2025-05-19T04:34:53Z,469,COMPLETED,TWR_C
call_358,sub_30,2025-05-24T07:39:43Z,700,COMPLETED,TWR_B
