inv_id,user_id,amount,status,due_date
inv_60,usr_16,99.99,PAID,2026-06-18
inv_61,usr_16,99.99,FAILED,2026-03-18
inv_62,usr_16,29.99,PAID,2026-09-04
inv_63,usr_16,99.99,PAID,2026-08-08
inv_64,usr_16,99.99,FAILED,2026-06-02
inv_65,usr_16,29.99,FAILED,2026-04-06
inv_66,usr_17,29.99,PAID,2026-06-19
inv_67,usr_17,99.99,FAILED,2026-06-28
inv_68,usr_17,29.99,FAILED,2026-04-02
inv_69,usr_18,99.99,PAID,2026-04-19
inv_70,usr_18,29.99,PAID,2026-04-03
inv_71,usr_18,29.99,PAID,2026-06-01
inv_72,usr_19,99.99,PAID,2026-03-12
inv_73,usr_19,29.99,PAID,2026-05-11
inv_74,usr_19,29.99,FAILED,2026-07-21
inv_75,usr_20,99.99,FAILED,2026-04-27
inv_76,usr_20,29.99,PAID,2026-04-22
inv_77,usr_21,99.99,FAILED,2026-04-02
inv_78,usr_21,299.99,PAID,2026-04-28
inv_79,usr_21,29.99,PAID,2026-05-05
inv_80,usr_21,29.99,PAID,2026-07-06
inv_81,usr_22,29.99,PAID,2026-03-26
inv_82,usr_22,99.99,PAID,2026-06-29
inv_83,usr_22,99.99,FAILED,2026-09-05
inv_84,usr_22,29.99,PAID,2026-04-25
inv_85,usr_22,99.99,FAILED,2026-06-27
inv_86,usr_23,299.99,FAILED,2026-07-16
inv_87,usr_23,29.99,FAILED,2026-03-15
inv_88,usr_24,99.99,FAILED,2026-06-23
inv_89,usr_24,99.99,FAILED,2026-06-15
inv_90,usr_24,299.99,PAID,2026-06-23
inv_91,usr_25,29.99,PAID,2026-08-09
inv_92,usr_25,29.99,PAID,2026-08-03
inv_93,usr_26,29.99,PAID,2026-06-21
inv_94,usr_26,299.99,PAID,2026-04-05
inv_95,usr_26,99.99,PAID,2026-08-23
inv_96,usr_26,99.99,PAID,2026-07-24
inv_97,usr_26,29.99,PAID,2026-03-29
inv_98,usr_26,299.99,PAID,2026-07-01
inv_99,usr_27,99.99,PAID,2026-07-26
inv_100,usr_27,99.99,PAID,2026-05-07
inv_101,usr_28,99.99,PAID,2026-08-12
inv_102,usr_28,299.99,PAID,2026-04-26
inv_103,usr_29,99.99,PAID,2026-08-07
inv_104,usr_29,99.99,PAID,2026-08-31
inv_105,usr_30,29.99,FAILED,2026-07-09
inv_106,usr_30,99.99,PAID,2026-07-28
inv_107,usr_30,29.99,FAILED,2026-08-10
inv_108,usr_30,29.99,PAID,2026-07-27
inv_109,usr_31,29.99,PAID,2026-07-06
inv_110,usr_31,29.99,FAILED,2026-06-11
inv_111,usr_31,29.99,FAILED,2026-08-05
inv_112,usr_31,99.99,FAILED,2026-07-04
inv_113,usr_32,99.99,FAILED,2026-04-17
inv_114,usr_32,29.99,FAILED,2026-05-23
inv_115,usr_32,99.99,FAILED,2026-08-26
inv_116,usr_33,29.99,PAID,2026-04-14
inv_117,usr_33,99.99,PAID,2026-06-18
inv_118,usr_33,299.99,PAID,2026-03-23
inv_119,usr_33,29.99,PAID,2026-08-17
inv_120,usr_34,99.99,PAID,2026-04-25
inv_121,usr_34,99.99,PAID,2026-06-11
inv_122,usr_34,99.99,PAID,2026-08-30
inv_123,usr_35,99.99,FAILED,2026-04-27
inv_124,usr_35,29.99,PAID,2026-05-10
inv_125,usr_35,99.99,PAID,2026-05-03
inv_126,usr_35,299.99,PAID,2026-05-04
inv_127,usr_35,99.99,PAID,2026-06-16
inv_128,usr_36,99.99,PAID,2026-07-09
inv_129,usr_36,29.99,PAID,2026-08-12
inv_130,usr_36,29.99,PAID,2026-07-28
inv_131,usr_36,99.99,PAID,2026-08-02
inv_132,usr_37,99.99,PAID,2026-07-19
inv_133,usr_37,29.99,PAID,2026-03-24
inv_134,usr_37,99.99,FAILED,2026-03-12
inv_135,usr_37,29.99,PAID,2026-05-28
inv_136,usr_37,99.99,PAID,2026-05-06
inv_137,usr_37,29.99,PAID,2026-08-09
inv_138,usr_38,299.99,PAID,2026-07-14
inv_139,usr_38,29.99,PAID,2026-05-21
inv_140,usr_38,29.99,PAID,2026-08-12
inv_141,usr_38,99.99,PAID,2026-07-26
inv_142,usr_38,29.99,PAID,2026-04-14
inv_143,usr_39,299.99,PAID,2026-05-29
inv_144,usr_39,99.99,PAID,2026-04-25
inv_145,usr_39,29.99,PAID,2026-07-08
inv_146,usr_39,29.99,PAID,2026-08-12
inv_147,usr_39,29.99,FAILED,2026-03-14
inv_148,usr_39,99.99,PAID,2026-07-29
inv_149,usr_40,99.99,PAID,2026-09-01
inv_150,usr_40,299.99,PAID,2026-06-28
inv_151,usr_40,99.99,PAID,2026-03-11
inv_152,usr_40,299.99,PAID,2026-06-03
inv_153,usr_40,99.99,PAID,2026-04-03
inv_154,usr_41,29.99,PAID,2026-03-28
inv_155,usr_41,99.99,PAID,2026-03-11
inv_156,usr_41,299.99,PAID,2026-03-31
inv_157,usr_41,299.99,PAID,2026-04-28
inv_158,usr_41,29.99,PAID,2026-03-18
inv_159,usr_42,99.99,FAILED,2026-08-20
inv_160,usr_42,29.99,PAID,2026-07-17
inv_161,usr_42,29.99,PAID,2026-04-27
inv_162,usr_42,29.99,FAILED,2026-07-04
inv_163,usr_43,99.99,PAID,2026-09-02
inv_164,usr_43,99.99,PAID,2026-05-21
inv_165,usr_44,299.99,PAID,2026-04-15
inv_166,usr_44,29.99,PAID,2026-04-27
inv_167,usr_44,99.99,PAID,2026-05-21
inv_168,usr_44,299.99,PAID,2026-03-16
inv_169,usr_44,29.99,PAID,2026-07-22
inv_170,usr_45,299.99,PAID,2026-06-28
inv_171,usr_45,29.99,PAID,2026-06-26
inv_172,usr_45,29.99,FAILED,2026-08-20
inv_173,usr_45,99.99,PAID,2026-08-07
inv_174,usr_45,29.99,PAID,2026-04-01
inv_175,usr_46,29.99,PAID,2026-09-01
inv_176,usr_46,99.99,FAILED,2026-07-06
inv_177,usr_46,99.99,PAID,2026-06-09
inv_178,usr_47,29.99,PAID,2026-05-14
inv_179,usr_47,29.99,FAILED,2026-07-20
inv_180,usr_47,99.99,FAILED,2026-05-21
inv_181,usr_47,99.99,PAID,2026-05-02
inv_182,usr_47,29.99,PAID,2026-04-23
inv_183,usr_47,29.99,PAID,2026-05-27
inv_184,usr_48,29.99,PAID,2026-08-21
inv_185,usr_48,299.99,PAID,2026-08-03
inv_186,usr_48,29.99,PAID,2026-04-30
inv_187,usr_49,29.99,PAID,2026-04-02
inv_188,usr_49,29.99,PAID,2026-06-18
inv_189,usr_49,99.99,PAID,2026-04-24
inv_190,usr_50,29.99,PAID,2026-05-02
inv_191,usr_50,29.99,PAID,2026-06-01
inv_192,usr_50,99.99,PAID,2026-05-09
inv_193,usr_50,29.99,PAID,2026-04-24
inv_194,usr_51,29.99,PAID,2026-06-18
inv_195,usr_51,299.99,PAID,2026-05-02
inv_196,usr_51,99.99,PAID,2026-07-04
inv_197,usr_51,29.99,PAID,2026-05-16
inv_198,usr_51,299.99,PAID,2026-04-13
inv_199,usr_52,29.99,PAID,2026-09-02
inv_200,usr_52,29.99,FAILED,2026-07-13
inv_201,usr_52,99.99,PAID,2026-08-24
inv_202,usr_52,99.99,FAILED,2026-03-27
inv_203,usr_52,29.99,PAID,2026-04-28
inv_204,usr_52,29.99,PAID,2026-06-12
inv_205,usr_53,299.99,PAID,2026-04-28
inv_206,usr_53,99.99,PAID,2026-07-01
inv_207,usr_53,29.99,PAID,2026-06-23
inv_208,usr_54,29.99,PAID,2026-06-11
inv_209,usr_54,29.99,FAILED,2026-05-28
inv_210,usr_54,99.99,PAID,2026-04-29
inv_211,usr_55,99.99,PAID,2026-04-04
inv_212,usr_55,99.99,FAILED,2026-06-27
inv_213,usr_55,29.99,FAILED,2026-08-22
inv_214,usr_55,299.99,PAID,2026-08-31
inv_215,usr_55,99.99,PAID,2026-04-04
inv_216,usr_55,99.99,PAID,2026-05-26
inv_217,usr_56,99.99,PAID,2026-05-21
inv_218,usr_56,299.99,FAILED,2026-08-16
inv_219,usr_56,299.99,FAILED,2026-06-28
inv_220,usr_56,29.99,PAID,2026-08-29
inv_221,usr_57,299.99,PAID,2026-07-15
inv_222,usr_57,299.99,PAID,2026-06-14
inv_223,usr_57,299.99,PAID,2026-08-30
inv_224,usr_57,29.99,FAILED,2026-06-09
inv_225,usr_58,29.99,PAID,2026-05-02
inv_226,usr_58,99.99,FAILED,2026-05-04
inv_227,usr_58,99.99,PAID,2026-06-17
inv_228,usr_58,29.99,PAID,2026-08-09
inv_229,usr_58,99.99,PAID,2026-04-06
inv_230,usr_59,99.99,PAID,2026-05-01
inv_231,usr_59,299.99,PAID,2026-06-19
inv_232,usr_59,99.99,PAID,2026-06-10
inv_233,usr_59,99.99,PAID,2026-03-22
inv_234,usr_59,29.99,PAID,2026-09-01
inv_235,usr_60,29.99,PAID,2026-03-24
inv_236,usr_60,29.99,PAID,2026-05-29
inv_237,usr_60,99.99,PAID,2026-03-27
inv_238,usr_60,29.99,FAILED,2026-07-29
inv_239,usr_61,29.99,PAID,2026-09-03
inv_240,usr_61,29.99,PAID,2026-07-12
inv_241,usr_62,299.99,PAID,2026-06-24
inv_242,usr_62,29.99,PAID,2026-09-02
inv_243,usr_63,99.99,PAID,2026-07-01
inv_244,usr_63,99.99,PAID,2026-03-22
inv_245,usr_63,29.99,PAID,2026-03-24
inv_246,usr_63,299.99,PAID,2026-04-04
inv_247,usr_63,99.99,FAILED,2026-07-01
inv_248,usr_63,29.99,PAID,2026-05-20
inv_249,usr_64,29.99,PAID,2026-05-07
inv_250,usr_64,29.99,PAID,2026-08-13
inv_251,usr_64,99.99,FAILED,2026-05-07
inv_252,usr_64,99.99,PAID,2026-04-24
inv_253,usr_64,29.99,PAID,2026-08-31
inv_254,usr_65,29.99,FAILED,2026-07-03
inv_255,usr_65,29.99,FAILED,2026-05-30
inv_256,usr_65,99.99,PAID,2026-07-20
inv_257,usr_65,29.99,PAID,2026-08-30
inv_258,usr_66,29.99,PAID,2026-08-21
inv_259,usr_66,99.99,PAID,2026-07-27
inv_260,usr_66,29.99,PAID,2026-07-19
inv_261,usr_66,29.99,PAID,2026-03-15
inv_262,usr_67,99.99,PAID,2026-06-11
inv_263,usr_67,99.99,FAILED,2026-06-02
inv_264,usr_68,99.99,PAID,2026-05-06
inv_265,usr_68,29.99,PAID,2026-03-12
inv_266,usr_68,29.99,PAID,2026-06-25
inv_267,usr_68,29.99,PAID,2026-04-06
inv_268,usr_69,299.99,PAID,2026-05-17
inv_269,usr_69,299.99,PAID,2026-03-12
inv_270,usr_69,299.99,PAID,2026-07-05
inv_271,usr_69,29.99,PAID,2026-06-27
inv_272,usr_69,99.99,PAID,2026-07-17
inv_273,usr_69,99.99,PAID,2026-08-15
inv_274,usr_70,29.99,PAID,2026-08-17
inv_275,usr_70,99.99,PAID,2026-06-08
inv_276,usr_70,29.99,PAID,2026-08-31
inv_277,usr_70,29.99,PAID,2026-03-20
inv_278,usr_71,99.99,PAID,2026-08-28
inv_279,usr_71,29.99,PAID,2026-07-28
inv_280,usr_71,29.99,PAID,2026-08-16
inv_281,usr_71,99.99,PAID,2026-04-27
inv_282,usr_72,299.99,PAID,2026-08-07
inv_283,usr_72,29.99,PAID,2026-08-17
inv_284,usr_72,29.99,PAID,2026-09-04
inv_285,usr_72,99.99,PAID,2026-05-06
inv_286,usr_73,99.99,FAILED,2026-06-26
inv_287,usr_73,29.99,FAILED,2026-07-17
inv_288,usr_73,99.99,FAILED,2026-08-06
inv_289,usr_74,299.99,PAID,2026-08-08
inv_290,usr_74,29.99,PAID,2026-05-25
inv_291,usr_74,29.99,PAID,2026-04-19
inv_292,usr_75,29.99,PAID,2026-08-19
inv_293,usr_75,99.99,PAID,2026-06-11
inv_294,usr_75,99.99,PAID,2026-04-24
inv_295,usr_75,99.99,PAID,2026-08-15
inv_296,usr_75,99.99,PAID,2026-07-15
inv_297,usr_76,29.99,PAID,2026-06-10
inv_298,usr_76,29.99,PAID,2026-04-25
inv_299,usr_76,29.99,PAID,2026-06-08
inv_300,usr_76,29.99,PAID,2026-09-01
inv_301,usr_76,99.99,PAID,2026-08-31
inv_302,usr_77,29.99,PAID,2026-06-23
inv_303,usr_77,299.99,PAID,2026-05-02
inv_304,usr_77,29.99,FAILED,2026-08-12
inv_305,usr_77,99.99,PAID,2026-03-16
inv_306,usr_77,99.99,PAID,2026-03-11
inv_307,usr_77,299.99,PAID,2026-08-23
inv_308,usr_78,99.99,FAILED,2026-03-13
inv_309,usr_78,299.99,PAID,2026-04-10
inv_310,usr_78,99.99,PAID,2026-03-22
inv_311,usr_79,99.99,PAID,2026-04-20
inv_312,usr_79,29.99,PAID,2026-03-26
inv_313,usr_80,99.99,PAID,2026-07-03
inv_314,usr_80,299.99,PAID,2026-03-28
inv_315,usr_80,29.99,FAILED,2026-06-09
inv_316,usr_81,99.99,PAID,2026-06-30
inv_317,usr_81,29.99,PAID,2026-08-06
inv_318,usr_81,29.99,PAID,2026-04-09
inv_319,usr_81,99.99,PAID,2026-07-10
inv_320,usr_81,29.99,PAID,2026-04-10
inv_321,usr_81,299.99,PAID,2026-05-20
inv_322,usr_82,299.99,FAILED,2026-04-27
inv_323,usr_82,299.99,FAILED,2026-05-01
inv_324,usr_82,99.99,PAID,2026-04-26
inv_325,usr_82,299.99,PAID,2026-04-05
inv_326,usr_83,99.99,PAID,2026-08-25
inv_327,usr_83,99.99,PAID,2026-09-02
inv_328,usr_83,299.99,FAILED,2026-08-28
inv_329,usr_84,299.99,PAID,2026-07-11
inv_330,usr_84,299.99,PAID,2026-08-27
inv_331,usr_84,29.99,PAID,2026-08-05
inv_332,usr_84,299.99,PAID,2026-03-17
inv_333,usr_85,29.99,PAID,2026-08-18
inv_334,usr_85,99.99,FAILED,2026-04-03
inv_335,usr_85,29.99,PAID,2026-04-21
inv_336,usr_85,299.99,PAID,2026-08-18
inv_337,usr_86,99.99,PAID,2026-08-19
inv_338,usr_86,29.99,PAID,2026-06-20
inv_339,usr_86,29.99,PAID,2026-09-03
inv_340,usr_86,299.99,PAID,2026-03-23
inv_341,usr_87,29.99,PAID,2026-08-18
inv_342,usr_87,99.99,FAILED,2026-07-22
inv_343,usr_87,299.99,PAID,2026-04-13
inv_344,usr_87,99.99,FAILED,2026-07-07
inv_345,usr_87,99.99,PAID,2026-06-19
inv_346,usr_88,99.99,PAID,2026-04-24
inv_347,usr_88,99.99,PAID,2026-06-02
inv_348,usr_89,99.99,PAID,2026-08-27
inv_349,usr_89,29.99,PAID,2026-09-01
inv_350,usr_89,99.99,PAID,2026-05-18
inv_351,usr_89,29.99,PAID,2026-09-05
inv_352,usr_90,29.99,FAILED,2026-04-06
inv_353,usr_90,99.99,PAID,2026-09-05
inv_354,usr_90,99.99,PAID,2026-09-05
inv_355,usr_90,99.99,PAID,2026-06-26
inv_356,usr_91,99.99,PAID,2026-09-01
inv_357,usr_91,29.99,PAID,2026-07-24
inv_358,usr_91,29.99,PAID,2026-05-05
inv_359,usr_91,99.99,PAID,2026-04-17
inv_360,usr_91,29.99,PAID,2026-08-24
inv_361,usr_92,99.99,PAID,2026-05-15
inv_362,usr_92,29.99,PAID,2026-06-24
inv_363,usr_93,99.99,PAID,2026-07-30
inv_364,usr_93,29.99,PAID,2026-03-30
inv_365,usr_93,299.99,PAID,2026-04-04
inv_366,usr_93,299.99,PAID,2026-07-28
inv_367,usr_93,29.99,PAID,2026-04-05
inv_368,usr_93,29.99,PAID,2026-06-14
inv_369,usr_94,29.99,PAID,2026-03-22
inv_370,usr_94,299.99,PAID,2026-07-24
inv_371,usr_94,29.99,PAID,2026-07-24
inv_372,usr_94,99.99,PAID,2026-08-14
inv_373,usr_95,99.99,PAID,2026-07-05
inv_374,usr_95,299.99,PAID,2026-05-27
inv_375,usr_95,99.99,PAID,2026-05-14
inv_376,usr_96,99.99,PAID,2026-04-19
inv_377,usr_96,99.99,PAID,2026-05-01
inv_378,usr_96,29.99,PAID,2026-03-28
inv_379,usr_96,29.99,PAID,2026-05-12
inv_380,usr_96,29.99,PAID,2026-06-08
inv_381,usr_97,99.99,PAID,2026-06-18
inv_382,usr_97,99.99,PAID,2026-04-26
inv_383,usr_97,29.99,FAILED,2026-07-06
inv_384,usr_97,29.99,PAID,2026-05-26
inv_385,usr_97,99.99,PAID,2026-07-24
inv_386,usr_97,99.99,PAID,2026-06-18
inv_387,usr_98,29.99,PAID,2026-06-08
inv_388,usr_98,29.99,PAID,2026-08-02
inv_389,usr_98,29.99,PAID,2026-05-28
inv_390,usr_99,29.99,PAID,2026-06-04
inv_391,usr_99,299.99,PAID,2026-06-26
inv_392,usr_99,99.99,PAID,2026-07-14
inv_393,usr_100,99.99,FAILED,2026-05-31
inv_394,usr_100,29.99,PAID,2026-07-08
