swipe_id,account_id,swipe_timestamp,merchant_category,status
swp_83,acc_18,2025-03-28T12:00:00Z,GROCERY,APPROVED
swp_84,acc_19,2025-05-10T12:00:00Z,TRAVEL,DECLINED
swp_85,acc_19,2025-03-21T12:00:00Z,DINING,APPROVED
swp_86,acc_20,2025-05-12T12:00:00Z,TRAVEL,APPROVED
swp_87,acc_20,2025-05-11T12:00:00Z,ENTERTAINMENT,APPROVED
swp_88,acc_20,2025-03-07T12:00:00Z,DINING,APPROVED
swp_89,acc_21,2025-03-06T12:00:00Z,TRAVEL,APPROVED
swp_90,acc_21,2025-02-13T12:00:00Z,DINING,APPROVED
swp_91,acc_21,2025-02-05T12:00:00Z,GROCERY,APPROVED
swp_92,acc_22,2025-04-11T12:00:00Z,TRAVEL,APPROVED
swp_93,acc_22,2025-03-02T12:00:00Z,GROCERY,APPROVED
swp_94,acc_22,2025-02-13T12:00:00Z,DINING,DECLINED
swp_95,acc_22,2025-05-30T12:00:00Z,DINING,DECLINED
swp_96,acc_22,2025-05-15T12:00:00Z,GROCERY,APPROVED
swp_97,acc_23,2025-03-20T12:00:00Z,TRAVEL,APPROVED
swp_98,acc_23,2025-04-07T12:00:00Z,TRAVEL,APPROVED
swp_99,acc_24,2025-03-19T12:00:00Z,DINING,APPROVED
swp_100,acc_24,2025-05-24T12:00:00Z,DINING,APPROVED
swp_101,acc_24,2025-03-06T12:00:00Z,DINING,APPROVED
swp_102,acc_24,2025-02-03T12:00:00Z,ENTERTAINMENT,APPROVED
swp_103,acc_24,2025-05-05T12:00:00Z,TRAVEL,APPROVED
swp_104,acc_24,2025-03-05T12:00:00Z,TRAVEL,APPROVED
swp_105,acc_24,2025-06-01T12:00:00Z,TRAVEL,APPROVED
swp_106,acc_25,2025-03-05T12:00:00Z,ENTERTAINMENT,APPROVED
swp_107,acc_25,2025-04-15T12:00:00Z,GROCERY,DECLINED
swp_108,acc_25,2025-04-30T12:00:00Z,ENTERTAINMENT,APPROVED
swp_109,acc_25,2025-02-28T12:00:00Z,TRAVEL,APPROVED
swp_110,acc_25,2025-02-23T12:00:00Z,GROCERY,APPROVED
swp_111,acc_25,2025-04-28T12:00:00Z,TRAVEL,APPROVED
swp_112,acc_25,2025-04-11T12:00:00Z,GROCERY,APPROVED
swp_113,acc_25,2025-02-13T12:00:00Z,ENTERTAINMENT,APPROVED
swp_114,acc_26,2025-03-28T12:00:00Z,TRAVEL,APPROVED
swp_115,acc_26,2025-02-11T12:00:00Z,DINING,APPROVED
swp_116,acc_26,2025-03-03T12:00:00Z,GROCERY,APPROVED
swp_117,acc_26,2025-04-11T12:00:00Z,DINING,APPROVED
swp_118,acc_26,2025-05-08T12:00:00Z,DINING,APPROVED
swp_119,acc_26,2025-04-26T12:00:00Z,ENTERTAINMENT,APPROVED
swp_120,acc_26,2025-03-08T12:00:00Z,TRAVEL,APPROVED
swp_121,acc_26,2025-03-25T12:00:00Z,DINING,APPROVED
swp_122,acc_26,2025-04-19T12:00:00Z,GROCERY,APPROVED
swp_123,acc_27,2025-04-12T12:00:00Z,ENTERTAINMENT,APPROVED
swp_124,acc_27,2025-05-20T12:00:00Z,TRAVEL,APPROVED
swp_125,acc_27,2025-02-09T12:00:00Z,DINING,APPROVED
swp_126,acc_27,2025-03-08T12:00:00Z,ENTERTAINMENT,APPROVED
swp_127,acc_27,2025-02-15T12:00:00Z,ENTERTAINMENT,APPROVED
swp_128,acc_27,2025-02-28T12:00:00Z,ENTERTAINMENT,APPROVED
swp_129,acc_27,2025-04-19T12:00:00Z,DINING,APPROVED
swp_130,acc_27,2025-02-07T12:00:00Z,DINING,APPROVED
swp_131,acc_27,2025-03-04T12:00:00Z,DINING,APPROVED
swp_132,acc_27,2025-02-06T12:00:00Z,GROCERY,DECLINED
swp_133,acc_27,2025-03-03T12:00:00Z,DINING,APPROVED
swp_134,acc_27,2025-03-28T12:00:00Z,GROCERY,APPROVED
swp_135,acc_27,2025-03-12T12:00:00Z,TRAVEL,APPROVED
swp_136,acc_27,2025-04-13T12:00:00Z,ENTERTAINMENT,APPROVED
swp_137,acc_27,2025-04-24T12:00:00Z,DINING,APPROVED
swp_138,acc_27,2025-05-20T12:00:00Z,ENTERTAINMENT,APPROVED
swp_139,acc_27,2025-05-19T12:00:00Z,TRAVEL,APPROVED
swp_140,acc_27,2025-02-12T12:00:00Z,GROCERY,APPROVED
swp_141,acc_27,2025-05-12T12:00:00Z,TRAVEL,APPROVED
swp_142,acc_27,2025-04-22T12:00:00Z,GROCERY,APPROVED
swp_143,acc_27,2025-03-31T12:00:00Z,ENTERTAINMENT,APPROVED
swp_144,acc_27,2025-05-09T12:00:00Z,GROCERY,APPROVED
swp_145,acc_28,2025-03-25T12:00:00Z,TRAVEL,APPROVED
swp_146,acc_28,2025-02-11T12:00:00Z,DINING,APPROVED
swp_147,acc_28,2025-03-11T12:00:00Z,DINING,APPROVED
swp_148,acc_28,2025-04-01T12:00:00Z,GROCERY,APPROVED
swp_149,acc_28,2025-02-13T12:00:00Z,ENTERTAINMENT,APPROVED
swp_150,acc_28,2025-05-21T12:00:00Z,GROCERY,APPROVED
swp_151,acc_28,2025-04-17T12:00:00Z,ENTERTAINMENT,APPROVED
swp_152,acc_28,2025-05-23T12:00:00Z,ENTERTAINMENT,APPROVED
swp_153,acc_28,2025-04-17T12:00:00Z,TRAVEL,APPROVED
swp_154,acc_28,2025-05-29T12:00:00Z,TRAVEL,APPROVED
swp_155,acc_28,2025-03-28T12:00:00Z,ENTERTAINMENT,APPROVED
swp_156,acc_28,2025-02-27T12:00:00Z,GROCERY,APPROVED
swp_157,acc_28,2025-04-14T12:00:00Z,ENTERTAINMENT,APPROVED
swp_158,acc_28,2025-03-24T12:00:00Z,TRAVEL,APPROVED
swp_159,acc_28,2025-03-12T12:00:00Z,TRAVEL,APPROVED
swp_160,acc_29,2025-04-19T12:00:00Z,TRAVEL,APPROVED
swp_161,acc_29,2025-03-29T12:00:00Z,DINING,APPROVED
swp_162,acc_29,2025-05-11T12:00:00Z,DINING,APPROVED
swp_163,acc_29,2025-04-10T12:00:00Z,ENTERTAINMENT,APPROVED
swp_164,acc_29,2025-04-30T12:00:00Z,DINING,APPROVED
swp_165,acc_29,2025-03-19T12:00:00Z,DINING,APPROVED
swp_166,acc_29,2025-06-01T12:00:00Z,DINING,APPROVED
swp_167,acc_29,2025-03-20T12:00:00Z,DINING,APPROVED
swp_168,acc_29,2025-02-20T12:00:00Z,TRAVEL,APPROVED
swp_169,acc_30,2025-03-24T12:00:00Z,ENTERTAINMENT,APPROVED
swp_170,acc_30,2025-05-28T12:00:00Z,ENTERTAINMENT,APPROVED
swp_171,acc_31,2025-02-18T12:00:00Z,GROCERY,APPROVED
swp_172,acc_31,2025-05-16T12:00:00Z,ENTERTAINMENT,APPROVED
swp_173,acc_31,2025-02-11T12:00:00Z,TRAVEL,APPROVED
swp_174,acc_31,2025-02-21T12:00:00Z,ENTERTAINMENT,APPROVED
swp_175,acc_31,2025-04-06T12:00:00Z,DINING,APPROVED
swp_176,acc_31,2025-03-18T12:00:00Z,TRAVEL,APPROVED
swp_177,acc_31,2025-03-16T12:00:00Z,ENTERTAINMENT,APPROVED
swp_178,acc_31,2025-03-18T12:00:00Z,ENTERTAINMENT,APPROVED
swp_179,acc_31,2025-04-16T12:00:00Z,DINING,APPROVED
swp_180,acc_31,2025-04-18T12:00:00Z,ENTERTAINMENT,APPROVED
swp_181,acc_31,2025-02-13T12:00:00Z,GROCERY,APPROVED
swp_182,acc_31,2025-05-27T12:00:00Z,DINING,APPROVED
swp_183,acc_32,2025-03-11T12:00:00Z,GROCERY,APPROVED
swp_184,acc_32,2025-04-22T12:00:00Z,DINING,APPROVED
swp_185,acc_32,2025-05-24T12:00:00Z,TRAVEL,APPROVED
swp_186,acc_32,2025-05-27T12:00:00Z,TRAVEL,APPROVED
swp_187,acc_32,2025-04-01T12:00:00Z,DINING,APPROVED
swp_188,acc_32,2025-05-03T12:00:00Z,ENTERTAINMENT,APPROVED
swp_189,acc_32,2025-04-18T12:00:00Z,TRAVEL,APPROVED
swp_190,acc_32,2025-03-09T12:00:00Z,TRAVEL,APPROVED
swp_191,acc_32,2025-04-27T12:00:00Z,TRAVEL,APPROVED
swp_192,acc_32,2025-02-14T12:00:00Z,TRAVEL,APPROVED
swp_193,acc_32,2025-03-10T12:00:00Z,ENTERTAINMENT,APPROVED
swp_194,acc_32,2025-05-27T12:00:00Z,DINING,APPROVED
swp_195,acc_32,2025-04-07T12:00:00Z,ENTERTAINMENT,APPROVED
swp_196,acc_32,2025-05-24T12:00:00Z,GROCERY,APPROVED
swp_197,acc_32,2025-05-23T12:00:00Z,GROCERY,APPROVED
swp_198,acc_32,2025-04-13T12:00:00Z,GROCERY,APPROVED
swp_199,acc_32,2025-05-13T12:00:00Z,TRAVEL,APPROVED
swp_200,acc_32,2025-05-21T12:00:00Z,DINING,APPROVED
swp_201,acc_32,2025-02-05T12:00:00Z,GROCERY,APPROVED
swp_202,acc_32,2025-04-19T12:00:00Z,GROCERY,APPROVED
swp_203,acc_32,2025-03-13T12:00:00Z,DINING,APPROVED
swp_204,acc_33,2025-03-13T12:00:00Z,TRAVEL,APPROVED
swp_205,acc_33,2025-04-17T12:00:00Z,GROCERY,APPROVED
swp_206,acc_33,2025-05-31T12:00:00Z,GROCERY,APPROVED
swp_207,acc_33,2025-02-18T12:00:00Z,TRAVEL,APPROVED
swp_208,acc_33,2025-05-30T12:00:00Z,GROCERY,APPROVED
swp_209,acc_33,2025-04-28T12:00:00Z,ENTERTAINMENT,APPROVED
swp_210,acc_33,2025-03-15T12:00:00Z,GROCERY,APPROVED
swp_211,acc_33,2025-05-09T12:00:00Z,TRAVEL,APPROVED
swp_212,acc_33,2025-03-31T12:00:00Z,GROCERY,APPROVED
swp_213,acc_33,2025-03-18T12:00:00Z,TRAVEL,APPROVED
swp_214,acc_34,2025-02-03T12:00:00Z,TRAVEL,APPROVED
swp_215,acc_34,2025-03-23T12:00:00Z,TRAVEL,APPROVED
swp_216,acc_34,2025-05-09T12:00:00Z,TRAVEL,APPROVED
swp_217,acc_34,2025-05-29T12:00:00Z,DINING,APPROVED
swp_218,acc_34,2025-02-20T12:00:00Z,ENTERTAINMENT,APPROVED
swp_219,acc_34,2025-04-20T12:00:00Z,GROCERY,APPROVED
swp_220,acc_34,2025-04-28T12:00:00Z,DINING,APPROVED
swp_221,acc_34,2025-04-06T12:00:00Z,GROCERY,APPROVED
swp_222,acc_35,2025-02-02T12:00:00Z,ENTERTAINMENT,APPROVED
swp_223,acc_35,2025-04-05T12:00:00Z,DINING,APPROVED
swp_224,acc_35,2025-05-13T12:00:00Z,DINING,APPROVED
swp_225,acc_35,2025-03-16T12:00:00Z,ENTERTAINMENT,APPROVED
swp_226,acc_35,2025-05-19T12:00:00Z,ENTERTAINMENT,APPROVED
swp_227,acc_35,2025-04-22T12:00:00Z,TRAVEL,APPROVED
swp_228,acc_35,2025-02-16T12:00:00Z,GROCERY,APPROVED
swp_229,acc_35,2025-04-08T12:00:00Z,DINING,APPROVED
swp_230,acc_35,2025-03-12T12:00:00Z,GROCERY,APPROVED
swp_231,acc_35,2025-02-20T12:00:00Z,GROCERY,APPROVED
swp_232,acc_35,2025-04-15T12:00:00Z,TRAVEL,APPROVED
swp_233,acc_35,2025-05-21T12:00:00Z,DINING,APPROVED
swp_234,acc_35,2025-03-21T12:00:00Z,DINING,APPROVED
swp_235,acc_35,2025-05-30T12:00:00Z,ENTERTAINMENT,APPROVED
swp_236,acc_35,2025-02-14T12:00:00Z,DINING,APPROVED
swp_237,acc_36,2025-05-18T12:00:00Z,GROCERY,APPROVED
swp_238,acc_36,2025-03-29T12:00:00Z,GROCERY,APPROVED
swp_239,acc_36,2025-04-22T12:00:00Z,ENTERTAINMENT,APPROVED
swp_240,acc_36,2025-05-15T12:00:00Z,DINING,APPROVED
swp_241,acc_36,2025-04-27T12:00:00Z,TRAVEL,APPROVED
swp_242,acc_36,2025-05-11T12:00:00Z,ENTERTAINMENT,APPROVED
swp_243,acc_36,2025-02-25T12:00:00Z,ENTERTAINMENT,APPROVED
swp_244,acc_36,2025-05-05T12:00:00Z,ENTERTAINMENT,APPROVED
swp_245,acc_36,2025-05-11T12:00:00Z,GROCERY,APPROVED
swp_246,acc_36,2025-03-07T12:00:00Z,TRAVEL,APPROVED
swp_247,acc_36,2025-04-24T12:00:00Z,ENTERTAINMENT,APPROVED
swp_248,acc_36,2025-03-15T12:00:00Z,DINING,APPROVED
swp_249,acc_36,2025-02-11T12:00:00Z,ENTERTAINMENT,APPROVED
swp_250,acc_36,2025-05-23T12:00:00Z,GROCERY,APPROVED
swp_251,acc_36,2025-04-21T12:00:00Z,TRAVEL,APPROVED
swp_252,acc_36,2025-04-28T12:00:00Z,ENTERTAINMENT,APPROVED
swp_253,acc_36,2025-02-16T12:00:00Z,ENTERTAINMENT,APPROVED
swp_254,acc_36,2025-06-01T12:00:00Z,GROCERY,APPROVED
swp_255,acc_36,2025-05-17T12:00:00Z,TRAVEL,DECLINED
swp_256,acc_36,2025-04-27T12:00:00Z,ENTERTAINMENT,APPROVED
swp_257,acc_36,2025-02-04T12:00:00Z,GROCERY,APPROVED
swp_258,acc_36,2025-02-24T12:00:00Z,TRAVEL,APPROVED
swp_259,acc_36,2025-02-22T12:00:00Z,ENTERTAINMENT,APPROVED
swp_260,acc_37,2025-02-25T12:00:00Z,ENTERTAINMENT,APPROVED
swp_261,acc_37,2025-04-27T12:00:00Z,DINING,APPROVED
swp_262,acc_37,2025-05-17T12:00:00Z,GROCERY,APPROVED
swp_263,acc_38,2025-05-05T12:00:00Z,GROCERY,APPROVED
swp_264,acc_38,2025-02-23T12:00:00Z,TRAVEL,APPROVED
swp_265,acc_38,2025-03-09T12:00:00Z,ENTERTAINMENT,APPROVED
swp_266,acc_38,2025-04-15T12:00:00Z,ENTERTAINMENT,APPROVED
swp_267,acc_38,2025-05-09T12:00:00Z,DINING,APPROVED
swp_268,acc_38,2025-03-08T12:00:00Z,GROCERY,APPROVED
swp_269,acc_38,2025-05-15T12:00:00Z,TRAVEL,APPROVED
swp_270,acc_38,2025-04-13T12:00:00Z,ENTERTAINMENT,APPROVED
swp_271,acc_38,2025-05-02T12:00:00Z,TRAVEL,APPROVED
swp_272,acc_38,2025-04-28T12:00:00Z,DINING,APPROVED
swp_273,acc_38,2025-05-22T12:00:00Z,TRAVEL,APPROVED
swp_274,acc_39,2025-03-01T12:00:00Z,ENTERTAINMENT,APPROVED
swp_275,acc_39,2025-04-30T12:00:00Z,DINING,APPROVED
swp_276,acc_39,2025-04-16T12:00:00Z,DINING,APPROVED
swp_277,acc_39,2025-02-04T12:00:00Z,ENTERTAINMENT,APPROVED
swp_278,acc_39,2025-05-11T12:00:00Z,GROCERY,APPROVED
swp_279,acc_39,2025-03-09T12:00:00Z,ENTERTAINMENT,APPROVED
swp_280,acc_39,2025-04-07T12:00:00Z,TRAVEL,APPROVED
swp_281,acc_39,2025-05-21T12:00:00Z,ENTERTAINMENT,APPROVED
swp_282,acc_39,2025-04-09T12:00:00Z,GROCERY,APPROVED
swp_283,acc_39,2025-04-16T12:00:00Z,DINING,APPROVED
swp_284,acc_39,2025-03-17T12:00:00Z,GROCERY,APPROVED
swp_285,acc_39,2025-02-23T12:00:00Z,TRAVEL,APPROVED
swp_286,acc_39,2025-04-16T12:00:00Z,GROCERY,APPROVED
swp_287,acc_39,2025-04-24T12:00:00Z,GROCERY,APPROVED
swp_288,acc_39,2025-05-25T12:00:00Z,GROCERY,APPROVED
swp_289,acc_39,2025-03-26T12:00:00Z,ENTERTAINMENT,APPROVED
swp_290,acc_40,2025-02-27T12:00:00Z,TRAVEL,APPROVED
swp_291,acc_40,2025-02-03T12:00:00Z,GROCERY,DECLINED
swp_292,acc_40,2025-02-16T12:00:00Z,DINING,APPROVED
swp_293,acc_40,2025-05-05T12:00:00Z,DINING,APPROVED
swp_294,acc_40,2025-04-20T12:00:00Z,TRAVEL,APPROVED
swp_295,acc_40,2025-05-12T12:00:00Z,DINING,APPROVED
swp_296,acc_40,2025-02-24T12:00:00Z,TRAVEL,APPROVED
swp_297,acc_40,2025-03-30T12:00:00Z,DINING,APPROVED
swp_298,acc_40,2025-04-15T12:00:00Z,ENTERTAINMENT,APPROVED
swp_299,acc_40,2025-03-07T12:00:00Z,GROCERY,APPROVED
swp_300,acc_40,2025-02-25T12:00:00Z,GROCERY,APPROVED
swp_301,acc_40,2025-05-28T12:00:00Z,TRAVEL,APPROVED
swp_302,acc_40,2025-03-25T12:00:00Z,GROCERY,APPROVED
swp_303,acc_40,2025-04-29T12:00:00Z,TRAVEL,APPROVED
swp_304,acc_40,2025-04-12T12:00:00Z,TRAVEL,APPROVED
swp_305,acc_40,2025-05-20T12:00:00Z,TRAVEL,DECLINED
swp_306,acc_40,2025-04-19T12:00:00Z,TRAVEL,APPROVED
swp_307,acc_41,2025-05-02T12:00:00Z,ENTERTAINMENT,APPROVED
swp_308,acc_41,2025-02-16T12:00:00Z,TRAVEL,APPROVED
swp_309,acc_41,2025-05-05T12:00:00Z,GROCERY,APPROVED
swp_310,acc_41,2025-02-07T12:00:00Z,DINING,APPROVED
swp_311,acc_41,2025-04-03T12:00:00Z,ENTERTAINMENT,APPROVED
swp_312,acc_41,2025-03-11T12:00:00Z,TRAVEL,APPROVED
swp_313,acc_42,2025-03-24T12:00:00Z,ENTERTAINMENT,APPROVED
swp_314,acc_42,2025-03-09T12:00:00Z,ENTERTAINMENT,APPROVED
swp_315,acc_42,2025-04-21T12:00:00Z,DINING,APPROVED
swp_316,acc_42,2025-02-17T12:00:00Z,DINING,APPROVED
swp_317,acc_42,2025-05-04T12:00:00Z,ENTERTAINMENT,APPROVED
swp_318,acc_42,2025-02-03T12:00:00Z,ENTERTAINMENT,APPROVED
swp_319,acc_42,2025-05-01T12:00:00Z,DINING,APPROVED
swp_320,acc_42,2025-04-16T12:00:00Z,GROCERY,APPROVED
swp_321,acc_42,2025-02-13T12:00:00Z,ENTERTAINMENT,APPROVED
swp_322,acc_42,2025-02-09T12:00:00Z,GROCERY,APPROVED
swp_323,acc_42,2025-02-02T12:00:00Z,TRAVEL,APPROVED
swp_324,acc_42,2025-04-05T12:00:00Z,ENTERTAINMENT,APPROVED
swp_325,acc_42,2025-02-14T12:00:00Z,TRAVEL,APPROVED
swp_326,acc_42,2025-02-10T12:00:00Z,ENTERTAINMENT,APPROVED
swp_327,acc_42,2025-02-17T12:00:00Z,DINING,APPROVED
swp_328,acc_42,2025-03-22T12:00:00Z,TRAVEL,APPROVED
swp_329,acc_42,2025-04-01T12:00:00Z,GROCERY,APPROVED
swp_330,acc_43,2025-03-15T12:00:00Z,DINING,APPROVED
swp_331,acc_43,2025-02-22T12:00:00Z,DINING,APPROVED
swp_332,acc_43,2025-04-30T12:00:00Z,DINING,APPROVED
swp_333,acc_43,2025-05-02T12:00:00Z,ENTERTAINMENT,APPROVED
swp_334,acc_43,2025-05-30T12:00:00Z,GROCERY,APPROVED
swp_335,acc_43,2025-05-27T12:00:00Z,ENTERTAINMENT,APPROVED
swp_336,acc_43,2025-02-12T12:00:00Z,DINING,APPROVED
swp_337,acc_43,2025-03-10T12:00:00Z,DINING,APPROVED
swp_338,acc_43,2025-03-11T12:00:00Z,DINING,APPROVED
swp_339,acc_44,2025-03-03T12:00:00Z,GROCERY,APPROVED
swp_340,acc_44,2025-02-18T12:00:00Z,TRAVEL,APPROVED
swp_341,acc_44,2025-03-19T12:00:00Z,GROCERY,APPROVED
swp_342,acc_44,2025-03-15T12:00:00Z,ENTERTAINMENT,APPROVED
swp_343,acc_44,2025-02-24T12:00:00Z,GROCERY,APPROVED
swp_344,acc_44,2025-02-21T12:00:00Z,DINING,APPROVED
swp_345,acc_44,2025-04-25T12:00:00Z,ENTERTAINMENT,APPROVED
swp_346,acc_44,2025-03-30T12:00:00Z,ENTERTAINMENT,APPROVED
swp_347,acc_44,2025-03-01T12:00:00Z,GROCERY,APPROVED
swp_348,acc_44,2025-02-14T12:00:00Z,TRAVEL,DECLINED
swp_349,acc_44,2025-05-08T12:00:00Z,GROCERY,APPROVED
swp_350,acc_44,2025-02-22T12:00:00Z,ENTERTAINMENT,APPROVED
swp_351,acc_44,2025-04-24T12:00:00Z,GROCERY,APPROVED
swp_352,acc_44,2025-03-25T12:00:00Z,DINING,APPROVED
swp_353,acc_44,2025-03-20T12:00:00Z,ENTERTAINMENT,APPROVED
swp_354,acc_44,2025-04-08T12:00:00Z,DINING,APPROVED
swp_355,acc_45,2025-04-06T12:00:00Z,TRAVEL,APPROVED
swp_356,acc_45,2025-02-16T12:00:00Z,ENTERTAINMENT,APPROVED
swp_357,acc_45,2025-04-12T12:00:00Z,DINING,APPROVED
swp_358,acc_45,2025-05-06T12:00:00Z,ENTERTAINMENT,APPROVED
swp_359,acc_45,2025-05-17T12:00:00Z,GROCERY,APPROVED
swp_360,acc_45,2025-03-30T12:00:00Z,ENTERTAINMENT,APPROVED
swp_361,acc_45,2025-03-05T12:00:00Z,GROCERY,APPROVED
swp_362,acc_45,2025-05-29T12:00:00Z,GROCERY,APPROVED
swp_363,acc_45,2025-03-02T12:00:00Z,GROCERY,APPROVED
swp_364,acc_45,2025-05-02T12:00:00Z,ENTERTAINMENT,APPROVED
swp_365,acc_45,2025-05-25T12:00:00Z,TRAVEL,APPROVED
swp_366,acc_46,2025-02-03T12:00:00Z,ENTERTAINMENT,APPROVED
